SubjectID	GeneName	Feature1	Feature2	Feature3	Feature4	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10	Feature11	Feature12	Feature13	Feature14	Feature15	Feature16	Feature17	Feature18	pheno_1_pvalue	pheno_2_pvalue	pheno_3_pvalue	N2pair
indiv58	gene1614	0.489033798630696	-1.21431829385884	-0.501524068860469	-0.809388087647524	-0.191695708370831	-0.0661469835645102	0.199315319036506	-0.754425337309085	-1.35050355454646	-0.0347771492735548	2.08675351921196	0.728318277270296	0.150747102542626	1.51835790522656	0.222613351767026	1.88846321159354	-0.440823555356033	-0.45581108818362	0.8227824204975265	0.030639585663923354	0.040439546477476544	NA
indiv5	gene1331	-4.16654873363039	-0.635549042575821	-1.09149887069573	-2.80694423946982	-0.392165750105301	-0.438310061406965	1.81758880253907	-0.841155748172649	2.14952368279698	-0.486916857309479	2.57339373717626	0.48401110652054	0.588970934862979	-0.20695955872252	0.100050201858298	0.226404285616148	1.25357933059264	-1.01632540474331	0.20340977215199052	0.0720678011479822	0.08662616828816475	NA
indiv76	gene447	-0.446972373336295	-0.944031403655455	0.738694194742862	0.678699706352675	0.604364661404244	1.47627930236289	0.652123299871136	-0.641600446394348	1.0309899677938	-0.382624455368307	0.306211721048433	0.669083485567423	-1.39701213377039	1.48532011545885	1.65525452582269	0.717207750289045	0.275849311241087	1.13784521212194	0.9392041360238716	-0.08189355770325862	0.05277238384199121	NA
indiv16	gene126	1.62520833717263	-2.26865058664505	1.41560130390882	-0.566207179220615	-0.140522394290382	2.11676988508915	1.0670950946186	0.340479940684831	-1.59709161825322	-0.499107512629212	0.585990410718439	-0.705201318079001	-0.0771528201657959	-1.33268311169743	0.171915216673757	1.12919669260744	0.616606059640891	-1.60697717626843	0.6577528749363181	-0.6060550455654701	0.7870641531734317	1
indiv45	gene1044	0.015524307968990132	0.9987241808201619	0.13205789571674403	-0.39346148732787645	-0.5759248197617362	0.6514995686000676	-0.10362906460007987	0.3787468338520059	-1.850146623609602	0.12871443382915737	-0.29175044149098983	0.42319505317602724	-0.493207780317264	1.364617199190304	0.23476644981640454	-1.3903264114733997	0.8180756389467617	0.11920409123071972	0.029862520255280002	-0.013838470671609027	0.06353979141788638	NA
indiv6	gene258	0.904662705839517	1.7618399022992	-1.625889530434	0.396172390644504	-0.220308919816237	-0.76821018220859	-1.34362825016127	-0.72015162163044	0.54400348985413	0.310060974093453	0.0517498882076042	0.402641680304424	-0.509114624887717	-0.362356297459243	-2.52797700432825	-0.015745681967937	-1.58359398903164	-1.23667623636332	0.8829061403612987	0.014544547855627277	0.06378408620215796	NA
indiv93	gene1127	0.713902320487511	-1.81638284070749	-1.40733230865964	0.381308816753433	0.44652371518055	-1.72941084778727	0.18122065614545	-0.921696768199556	-0.0452193598885152	-0.880193647704877	-1.43731776743891	0.206602012958776	-0.442751705030262	0.328482957744473	2.68898473377538	0.296153058924274	-0.0898440612395096	-0.56320540208097	0.047650707948533294	-0.03675705375490928	0.02406502518590784	NA
indiv23	gene325	0.111488693978174	0.522920119558725	-0.294283313068598	1.55322453096115	1.1557976646234	0.242758359778698	0.735321481680609	-0.656356565148201	0.412762004541783	-0.474611027299321	-0.0502408672104675	-0.357936293804439	0.246112400276044	0.496136402625293	0.00323735165947988	-1.12222813453722	-0.165709374557427	0.153187852668971	0.8469465435466029	0.02990527486167165	0.08654240312144623	NA
indiv70	gene213	0.2277151534792528	-1.181935685623138	0.5640322464607367	-1.5255096395804952	0.026106684682673534	0.07500524787063109	-0.6958874289477761	-0.5311218944729973	1.4181605837649143	-0.2558943099110914	-0.21883601539551226	-0.3511761030954753	0.8852170973176299	-0.46896557144756446	-0.002227268074220856	0.39004605964219297	-0.5838642354649659	-0.427964013530617	0.03680968485294903	0.017731310063401184	0.025287050365103193	NA
indiv94	gene1095	-5.34089894372202	-0.0860145319268021	-2.13720731761551	5.19228237738103	1.70972821370813	-0.392825063568769	-0.746445329278044	0.263206902388911	2.26939819185683	0.274197811212538	-0.149749739851253	0.258327609645126	0.325490746503224	0.229225179511155	0.523402848781656	-0.412501067066286	0.809662386513158	1.44828413750086	0.07154490697792484	0.006610071679227248	0.07751162103601027	NA
indiv36	gene662	0.951439817770507	-0.149506981836764	-0.382620246997051	-0.954945824795495	-0.266391191600938	0.709169054531169	-0.45136096878262	1.20542403398649	-0.543147752292168	0.196610516688172	-0.370875682519424	0.944724257045242	1.53141898364914	-1.34888539168905	-0.467704216770162	0.440452042489088	0.626685203637516	-1.52150243692619	0.09487239098864618	-0.03518764219028993	0.0059201804803964645	NA
indiv75	gene241	-4.63718428540326	-0.289615948732697	1.44570811863143	4.03540042833091	-0.563446157480512	1.56692550337455	-0.784697239236265	0.928014235679928	-0.660691595471963	-0.129609615003961	0.354269330880588	-1.01163847671662	0.0432327601300222	6.27867866188691	-0.302451771375136	0.183793875800001	1.76802301528868	-0.657828900885314	0.9520140944076384	0.09524819001031182	0.02898208340999401	NA
indiv48	gene761	0.039170140846897	-1.65076674215803	1.76570960924036	0.949219445975545	1.40117222556016	-0.0270780965575279	-0.949563592019652	1.25902116024511	0.248799318315357	0.379105145601307	-2.28195534911605	0.658800454625555	1.16685858486751	-0.932458453069265	0.121989880291336	1.69119364419185	0.0467151033232048	0.0579404791553	0.07819529020355404	-0.00516206933688148	0.07388388494646628	NA
indiv57	gene930	-0.5376671485550559	-0.5872795006924311	0.5754309804504267	1.5250704749896	0.3496299737811143	0.43700145161709103	-0.13697142214341965	0.41380348070506057	0.40937846064804206	-0.4434520986227416	0.24142825921537917	0.48459106909469607	-0.2842300974477006	0.20255558391376333	0.757445776857413	0.6038550748420917	-0.01962379760758216	1.1854049214974949	0.2630550384250553	-0.07082851998432362	0.06567044266845622	NA
indiv40	gene173	0.704446204788461	-0.968761953520276	0.484281538109892	0.619374180973711	0.061352332707982	-0.426817096143657	1.22518657267022	0.36230367781522	-1.1213457126655	-0.869964941945343	-0.438851228697901	0.17044063157419	0.21654165696904	1.10561408112614	1.0526252707269	-0.0473394061548697	0.914790235859651	1.04505685537243	0.8800112751239292	-0.5227738256538415	0.38603958902409985	NA
indiv103	gene277	-1.23044295962716	-0.113969633150341	-0.72154629876387	0.380750020797081	0.385760000111649	-1.30367410956439	-1.41755693969851	0.86619731026719	-1.43734754520729	0.306695155015487	-1.35359948001991	0.778411204231178	0.561497342839112	-0.303122655519438	0.439029330873009	0.423335249018893	-0.624868195798915	-0.13365252940478	0.19773695050524775	-0.22667035017522608	0.15116191489083056	NA
indiv14	gene126	1.62520833717263	-2.26865058664505	1.41560130390882	-0.566207179220615	-0.140522394290382	2.11676988508915	1.0670950946186	0.340479940684831	-1.59709161825322	-0.499107512629212	0.585990410718439	-0.705201318079001	-0.0771528201657959	-1.33268311169743	0.171915216673757	1.12919669260744	0.616606059640891	-1.60697717626843	0.7565202330552646	-0.6757198358811823	0.551965361631594	1
indiv58	gene432	-0.423081592277604	-0.400492027551392	-1.09906966335008	1.16878602260648	-0.615649723141219	-0.192724388582313	-1.52793943416253	0.397057317797625	-0.833822612684339	-0.28340634292113	-1.06592787026703	-0.744861922282696	0.513397440011074	-0.301039432130892	0.121919073183468	0.847765396911732	-0.333994604785917	0.0607222560197118	0.2694631784728515	0.4214904813912329	0.7567501217206478	2
indiv2	gene42	-1.00351745138556	-0.529278247737193	-0.317225074947632	-0.746475109004677	-1.18636621251601	-1.11692897394831	-1.15481155099516	-0.240291075378296	0.417319531823417	1.15768663922955	-1.21688736330689	0.231513102158367	1.3356239341273	-0.563689568804889	-0.56193421036683	0.178999206534216	-0.117775605462757	-0.354785981111529	0.00531272908490742	-0.04281358470137941	0.060907040933114	NA
indiv16	gene1085	-0.257505023048197	-0.672770871185681	-0.146617201229291	0.0913018808702987	0.9218729285549	-0.171557949973594	1.08350075888192	0.82321099457129	0.405106587467759	1.67272593190426	-0.101263092580268	0.489621152035074	-1.43693267053522	1.7294638560614	1.82026743799119	-1.31050201667019	0.296791449875262	1.66199138008429	0.07736580229194046	0.03262234938828105	0.08206262735630646	NA
indiv58	gene325	0.0862356959327282	0.363171312355335	0.0955015741701492	-0.355702935146149	0.984776156895609	-0.240139786804308	0.0340141983957748	-0.0567028848923187	-0.132631571891314	2.21317511453346	0.0366045864442502	-0.126669545875111	-0.675636123050087	1.89276524553259	0.201358296073679	3.02060672785772	0.716043383507944	-1.78456071216262	0.017051798938670395	0.04116660325463931	0.0398568562166256	NA
indiv64	gene394	0.517401735635722	-0.600723210769933	5.37845024463641	-3.52414897392289	-0.485456595239922	0.730638600211699	1.32282006266331	-0.503523434126385	-0.61602721388787	0.154021694841283	1.00133831442317	1.34758119108137	-0.149535768518509	-0.889024016163534	-0.738649810236997	0.0875446251855747	-0.0817364480831635	-0.605857206043605	0.09296688614113544	-0.06397054890968411	0.06358981304875597	NA
indiv41	gene1557	2.95539764067694	-0.0228218712681847	2.80518148468526	-1.1085613918254	-0.107449430580666	0.895746428931466	4.03324791318316	-0.843794129116922	-1.25017124269253	0.306859167928286	-2.87637421698295	-1.38919605953194	1.16019270277535	1.62957087186436	1.47216988230625	-0.890942940237643	1.14509583343815	-0.88973648559412	0.21225594258118483	-0.2568414654222801	0.06583378238008458	NA
indiv110	gene198	-2.25219093225985	-0.726250100729621	-0.181195119407908	-1.24258456086789	-0.0900891307790268	-0.613433734248733	0.564202160975335	-0.189146557817727	-0.604231370323429	1.31507677803688	-2.23912516519233	-1.93007583421401	-0.512487269346443	1.56168585533178	-0.227484173191026	-0.21502887712314	0.103757521381402	-0.71958300406424	0.7765942549387568	-0.014462775460926192	0.05554739141267258	NA
indiv18	gene68	0.80958067281397	0.72710716989898	0.225501064483175	0.260485197999379	1.23017282476013	-0.529553713074712	-0.79881561998183	0.543484488646571	-1.92020928278868	-2.02514424921252	0.723772845805861	0.1712491932292	0.663270094581517	0.0918446102233739	-0.963111902276165	0.628464280831657	-0.963673510725995	-0.0377235721498595	0.04669284164733202	0.11053451326006802	0.06312191816977067	NA
indiv47	gene1116	0.389537705978661	-0.493267506590113	-0.788949613445198	0.578452695844696	1.8536090066597	0.232176645966816	-0.427990612268178	-0.300918246231854	0.278978247463157	-0.554039938671723	0.849878216058746	1.34223797073589	0.84520453909381	-0.402657756945234	-0.365824907239183	1.11457488223108	-0.615657720910182	-1.18846393147345	0.9950755847626702	0.4258013534635333	0.567059706588421	NA
indiv33	gene432	-0.423081592277604	-0.400492027551392	-1.09906966335008	1.16878602260648	-0.615649723141219	-0.192724388582313	-1.52793943416253	0.397057317797625	-0.833822612684339	-0.28340634292113	-1.06592787026703	-0.744861922282696	0.513397440011074	-0.301039432130892	0.121919073183468	0.847765396911732	-0.333994604785917	0.0607222560197118	0.0347470024284147	0.2989113137917623	0.018443217858280302	2
indiv14	gene1615	3.28836666845328	0.444343045038357	-6.3195729304002	-2.72350664777961	-2.11677272530026	-0.14337257020904	3.36049855878735	-0.159407571933077	-0.39205759195246	0.35700156921699	0.179102805716731	0.52167329078914	0.90269238475231	-3.87148449153429	-0.513730103947504	0.961665744324961	-1.537766803515	0.602019972490682	0.008744047829377155	0.2893867745801818	0.09791916542744801	NA
indiv106	gene947	0.0941979974433392	0.779188721589391	0.211737174547144	1.65879089103669	1.17903927739725	2.2718974937564	1.3324432584292	0.220520060876337	-0.140444769023535	0.951581046063347	-0.283752867393677	1.28497159134762	-0.77151317219608	-0.171666237012583	-0.334675884637081	0.694364982428921	1.23852471729731	-0.467352466892114	0.35383154448083065	0.07934672642988926	0.05260277251946759	NA
indiv109	gene286	1.05619107995986	-0.760628474332735	1.7716985363821	-0.478811457062056	-0.996597815608201	0.361992934080757	0.837188003304614	-0.399798912182042	-0.409811145344114	0.897612823709171	1.07615100703889	0.0227074548970587	0.0734262475154702	-0.870950279854215	-1.51660130945975	0.754948666010787	0.420148494368163	1.34067463818077	0.11484375200309388	0.012227930072091041	0.19025254700163235	NA
indiv96	gene685	1.48439797506733	1.8478589086328	-0.244776973222343	1.31965651458105	1.05818416195031	-1.07304228509002	-0.192263984644348	0.919730938772815	-0.469769143280589	0.248106982977212	0.447671035826035	1.26020646156795	-0.00343497137468692	1.55983441692147	0.426980386898959	0.323617328684547	-0.209316600036724	1.1107384134816	0.14751577732278343	-0.03129035795328472	0.07030759037343902	NA
indiv72	gene756	1.43889268505679	-0.670536017521483	-0.734174399602712	0.142193227543096	-0.1806096807442	0.0554279261309326	0.0610521043798959	-0.13599500288391	1.38154926282787	-1.22894211237886	0.94676647516833	-0.978253194670809	0.0724595100600403	-0.873923577247996	0.203401565582189	0.756025453907415	1.3371434234228	1.42180479160581	0.09721791107298494	0.8992025876091144	0.0961134691429405	NA
indiv84	gene1562	1.14176634438665	0.494604151943715	-0.9752780114214	-0.213438760807557	1.04660518319868	0.544376564472445	0.533446635598065	0.0328984677171604	-0.344972446169444	2.58593118762197	-0.469584522517238	-0.451018287355002	-0.802047404967003	-0.129163016609295	0.652699146355892	0.283204867195715	-1.87344834002562	0.790379741318778	0.36862211259104327	0.09504921797941407	0.03578518909840913	NA
indiv85	gene1129	1.12164830428763	-0.203159953726702	-0.919845988630476	0.425198236043369	-0.373318860738595	0.589387888801826	0.0773170616949277	1.04701890118577	-1.70690035821068	1.19798473526719	-1.07198477271641	1.92559416781207	-0.554928328306591	-0.226383120990323	0.337179255353588	-1.27957260282649	-0.301520126193654	-1.12572139342987	0.5214903048949957	-0.533418577908953	0.2690690247072981	NA
indiv59	gene16	0.0668020136803459	-1.64103417192729	0.409487065491009	-0.094450091769344	0.928851276775647	1.25932017423766	0.2460517617474	0.895400935052882	-0.663589959982602	0.0255916606981238	1.19259173299136	-0.430092866018031	-0.518280982367869	-0.853495106031597	-0.722960881297199	0.357738940361141	-0.461636665618611	-1.22219577769838	0.20595974017286137	0.14490677711681446	0.24820531655504321	NA
indiv115	gene1020	-0.820206422813467	0.528994666040851	-0.458726549777784	0.361822736353965	0.638424842487213	1.3887538285379	0.648626306096048	1.25576189283086	-0.10595557559899	-0.549631911433874	-0.376589955240137	0.432925705018078	-2.22871661572916	-0.951383292836234	2.42260444782224	-0.242165927667477	0.47315774938414	-0.116558224528894	0.24978823603954103	-0.2518256484731547	0.08319328660547647	NA
indiv24	gene1519	-0.264005821357045	1.33911808999181	-2.61496257387844	-1.00771594874863	-0.411139170961434	0.0206581136358023	-0.0129244596699138	0.300307543112954	-1.81098693163247	1.43026258742088	0.00858996354307036	-1.28827257588445	0.85656145112954	1.18611070147843	-0.234446269838527	-0.236956720431692	-0.915915641077031	2.36917680348403	0.07381177729496244	0.07946592336980246	0.008398236965997374	NA
